Gustavo Campanharo,br BRA,LT,Internacional,30,1992,15,8,695,7.7,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,9,33,13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Partidas
Camilo Cándido,uy URU,ZG,Bahia,27,1995,19,15,1.244,13.8,1,2,3,1,0,0,2,1,0.4,0.4,1.3,1.6,18,62,91,0.07,0.14,0.22,0.07,0.22,0.03,0.09,0.12,0.03,0.12,Partidas
Luan Cândido,br BRA,ZG,Bragantino,21,2001,22,11,1.082,12.0,1,1,2,1,0,0,3,0,1.8,1.8,1.2,2.9,19,55,42,0.08,0.08,0.17,0.08,0.17,0.15,0.10,0.24,0.15,0.24,Partidas
Germán Cano,ar ARG,AT,Fluminense,34,1988,30,28,2.465,27.4,10,1,11,10,0,1,8,0,10.0,9.2,1.1,10.3,18,25,87,0.37,0.04,0.40,0.37,0.40,0.37,0.04,0.40,0.34,0.38,Partidas
Agustín Canobbio,uy URU,AT.LT,Ath Paranaense,24,1998,29,22,2.116,23.5,3,5,8,3,0,0,10,0,5.5,5.5,3.5,9.0,81,76,223,0.13,0.21,0.34,0.13,0.34,0.23,0.15,0.38,0.23,0.38,Partidas
Víctor Cantillo,co COL,LT,Corinthians,29,1993,6,2,266,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidas
Manuel Capasso,ar ARG,ZG,Vasco da Gama,26,1996,9,6,554,6.2,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,1,15,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
Juninho Capixaba,br BRA,ZG,Bragantino,25,1997,34,33,2.875,31.9,2,1,3,2,0,0,12,0,2.9,2.9,4.5,7.4,71,231,127,0.06,0.03,0.09,0.06,0.09,0.09,0.14,0.23,0.09,0.23,Partidas
Gabriel Carabajal,ar ARG,LT,Vasco da Gama,31,1991,6,0,122,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,3,14,11,0.00,0.74,0.74,0.00,0.74,0.13,0.28,0.41,0.13,0.41,Partidas
Felipe Carballo,uy URU,LT,Grêmio,26,1996,22,21,1.540,17.1,1,1,2,1,0,0,3,0,1.5,1.5,1.2,2.7,23,87,45,0.06,0.06,0.12,0.06,0.12,0.09,0.07,0.16,0.09,0.16,Partidas
Johnny Cardoso,us USA,LT,Internacional,21,2001,22,20,1.607,17.9,2,2,4,2,0,0,7,0,1.1,1.1,1.0,2.2,18,70,24,0.11,0.11,0.22,0.11,0.22,0.06,0.06,0.12,0.06,0.12,Partidas

Ed Carlos,br BRA,LT.AT,Santos,21,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17,Partidas
João Carlos,br BRA,G,Cuiabá,34,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Ryan Carlos,br BRA,ZG,Bahia,20,2002,9,5,578,6.4,0,1,1,0,0,0,3,0,0.1,0.1,0.5,0.6,21,42,44,0.00,0.16,0.16,0.00,0.16,0.01,0.08,0.09,0.01,0.09,Partidas
Alan Carvalho,cn CHN,LT,Fluminense,33,1989,1,1,45,0.5,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0,0,1,2.00,0.00,2.00,2.00,2.00,1.27,0.00,1.27,1.27,1.27,Partidas
Breno Cascardo,br BRA,LT,América (MG),19,2003,24,13,1.162,12.9,1,0,1,1,0,0,2,0,1.3,1.3,0.5,1.8,28,80,39,0.08,0.00,0.08,0.08,0.08,0.10,0.04,0.14,0.10,0.14,Partidas
Cássio,br BRA,G,Corinthians,35,1987,37,37,3.310,36.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Luciano Castán,br BRA,ZG,Cruzeiro,33,1989,36,36,3.210,35.7,1,0,1,1,0,0,7,0,1.3,1.3,0.3,1.6,23,124,7,0.03,0.00,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,Partidas
Iury de Castilho,br BRA,AT,Cuiabá,27,1995,10,4,398,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,11,9,26,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.17,0.13,0.17,Partidas
Matheus Cavichioli,br BRA,G,América (MG),36,1986,15,15,1.348,15.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Juan Cazares,ec ECU,LT.AT,América (MG),30,1992,12,1,283,3.1,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.3,5,18,23,0.00,0.32,0.32,0.00,0.32,0.09,0.34,0.42,0.09,0.42,Partidas
Brayan Ceballos,co COL,ZG,Fortaleza,21,2001,3,2,206,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidas
Pablo Ceppelini,uy URU,LT,Cuiabá,31,1991,21,12,997,11.1,0,3,3,0,0,0,3,0,1.1,1.1,2.2,3.3,23,74,58,0.00,0.27,0.27,0.00,0.27,0.10,0.20,0.30,0.10,0.30,Partidas
Murilo Cerqueira,br BRA,ZG,Palmeiras,25,1997,25,24,2.165,24.1,3,2,5,3,0,0,6,1,1.0,1.0,1.7,2.7,14,81,1,0.12,0.08,0.21,0.12,0.21,0.04,0.07,0.11,0.04,0.11,Partidas
Ricardo Cerqueira,br BRA,LT,Cuiabá,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Júlio César,br BRA,ZG,América (MG),19,2003,9,6,595,6.6,0,1,1,0,0,0,1,0,0.2,0.2,0.0,0.3,3,21,1,0.00,0.15,0.15,0.00,0.15,0.03,0.01,0.04,0.03,0.04,Partidas
Reynaldo Cesar Moraes,br BRA,ZG,Cruzeiro,26,1997,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Reynaldo Cesar Moraes,br BRA,ZG,Coritiba,26,1997,6,1,245,2.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Kayky Chagas,br BRA,AT.LT,Bahia,19,2003,10,6,410,4.6,2,1,3,2,0,0,2,0,1.5,1.5,0.6,2.1,16,16,33,0.44,0.22,0.66,0.44,0.66,0.32,0.14,0.45,0.32,0.45,Partidas
Jhon Chancellor,ve VEN,ZG,Coritiba,31,1992,4,3,303,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
Gabriel Chapecó,br BRA,G,Grêmio,22,2000,31,31,2.790,31.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Gabriel Chaves,br BRA,AT.LT,Vasco da Gama,21,2001,37,29,2.612,29.0,8,4,12,8,0,0,6,0,9.1,9.1,5.0,14.1,92,33,204,0.28,0.14,0.41,0.28,0.41,0.31,0.17,0.49,0.31,0.49,Partidas
Jhoanner Chávez,ec ECU,ZG.LT,Bahia,20,2002,10,7,589,6.5,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,12,17,49,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.11,0.03,0.11,Partidas
Chiqueti,br BRA,LT,Ath Paranaense,17,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidas
Christian,br BRA,LT.AT,Ath Paranaense,22,2000,21,14,1.362,15.1,4,0,4,4,0,0,1,0,2.7,2.7,1.4,4.1,23,69,71,0.26,0.00,0.26,0.26,0.26,0.18,0.09,0.27,0.18,0.27,Partidas
Cicinho,bg BUL,ZG,Bahia,34,1988,13,9,753,8.4,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.8,17,27,36,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Partidas

Cipriano,br BRA,ZG,Bragantino,20,2002,1,1,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Marcelo Cirino,br BRA,AT.LT,Ath Paranaense,31,1992,4,1,102,1.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,1,6,0.00,0.00,0.00,0.00,0.00,0.33,0.07,0.41,0.33,0.41,Partidas
Léo Cittadini,br BRA,LT,Bahia,28,1994,7,1,139,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,8,8,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidas
Léo Cittadini,br BRA,LT.AT,Ath Paranaense,28,1994,5,3,201,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,3,8,7,0.00,0.00,0.00,0.00,0.00,0.07,0.33,0.39,0.07,0.39,Partidas
Mateus Claus,br BRA,G,Bahia,28,1994,1,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Clayson,br BRA,AT.LT,Cuiabá,27,1995,23,22,1.639,18.2,7,2,9,4,3,3,3,1,4.5,2.1,1.9,4.0,50,68,124,0.38,0.11,0.49,0.22,0.33,0.25,0.11,0.35,0.12,0.22,Partidas
Mateus Cocão,br BRA,LT,Vasco da Gama,20,2002,9,3,347,3.9,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,0,23,6,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.26,0.10,0.26,Partidas
Diego Costa,es ESP,AT,Botafogo (RJ),34,1988,13,3,517,5.7,3,0,3,3,0,0,6,0,1.9,1.9,0.1,2.0,9,14,42,0.52,0.00,0.52,0.52,0.52,0.33,0.02,0.35,0.33,0.35,Partidas
Philippe Costa,br BRA,AT,Goiás,22,2000,4,0,109,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,0,2,4,0.00,0.00,0.00,0.00,0.00,0.19,0.47,0.66,0.19,0.66,Partidas
Talles Costa,br BRA,LT.AT,São Paulo,20,2002,7,1,135,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,5,10,6,0.00,0.00,0.00,0.00,0.00,0.16,0.01,0.17,0.16,0.17,Partidas
Lucas Crispim,br BRA,LT.ZG,Fortaleza,28,1994,17,5,488,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,11,49,23,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Partidas
Franco Cristaldo,ar ARG,LT.AT,Grêmio,26,1996,34,31,2.131,23.7,8,5,13,5,3,4,0,0,6.6,3.6,4.5,8.1,23,131,142,0.34,0.21,0.55,0.21,0.42,0.28,0.19,0.47,0.15,0.34,Partidas
Tomás Cuello,ar ARG,LT.AT,Ath Paranaense,22,2000,32,22,2.055,22.8,0,4,4,0,0,0,5,0,1.5,1.5,4.7,6.2,81,71,173,0.00,0.18,0.18,0.00,0.18,0.07,0.20,0.27,0.07,0.27,Partidas
Víctor Cuesta,ar ARG,ZG,Botafogo (RJ),34,1988,35,35,3.150,35.0,1,1,2,1,0,0,9,0,2.4,2.2,0.8,3.0,10,120,7,0.03,0.03,0.06,0.03,0.06,0.07,0.02,0.09,0.06,0.09,Partidas
Cuiabano,br BRA,ZG.LT,Grêmio,19,2003,11,5,490,5.4,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.9,13,16,34,0.18,0.00,0.18,0.18,0.18,0.14,0.03,0.17,0.14,0.17,Partidas
Lucas Cunha,br BRA,ZG,Bragantino,26,1997,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidas
Matheus Cunha,br BRA,G,Flamengo,21,2001,19,18,1.580,17.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Ian Custódio,br BRA,ZG,Palmeiras,19,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
João Dalla Corte,br BRA,ZG,Internacional,16,2006,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Danielzinho,br BRA,AT.LT,Bahia,27,1996,5,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,4,20,4,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.31,0.05,0.31,Partidas
Danielzinho,br BRA,AT,Ath Paranaense,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Danielzinho,br BRA,LT,Fluminense,27,1996,12,8,612,6.8,0,0,0,0,0,0,1,0,0.4,0.4,1.3,1.6,19,65,21,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.24,0.05,0.24,Partidas
David,br BRA,AT.LT,São Paulo,27,1995,22,6,733,8.1,2,2,4,2,0,0,5,0,3.1,3.1,1.2,4.3,24,25,80,0.25,0.25,0.49,0.25,0.49,0.38,0.14,0.52,0.38,0.52,Partidas
Giorgian De Arrascaeta,uy URU,LT.AT,Flamengo,28,1994,28,22,1.842,20.5,7,6,13,7,0,0,3,0,4.9,4.9,5.6,10.5,38,152,170,0.34,0.29,0.64,0.34,0.64,0.24,0.27,0.51,0.24,0.51,Partidas
Sergio Antonio De Luiz Junior,br BRA,LT.ZG,Vasco da Gama,27,1995,9,5,359,4.0,2,0,2,2,0,0,2,0,1.4,1.4,0.4,1.7,4,10,32,0.50,0.00,0.50,0.50,0.50,0.34,0.09,0.43,0.34,0.43,Partidas

Denilson,br BRA,LT,Cuiabá,21,2001,33,23,1.908,21.2,1,3,4,1,0,0,8,0,1.3,1.3,2.6,3.9,35,128,63,0.05,0.14,0.19,0.05,0.19,0.06,0.12,0.18,0.06,0.18,Partidas
Denzel,br BRA,AT,Goiás,20,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Deyverson,br BRA,AT,Cuiabá,31,1991,36,34,2.906,32.3,12,2,14,9,3,4,6,0,12.3,9.4,2.7,12.1,17,73,152,0.37,0.06,0.43,0.28,0.34,0.38,0.08,0.46,0.29,0.37,Partidas
Leonel Di Plácido,ar ARG,ZG,Botafogo (RJ),29,1994,32,25,2.355,26.2,1,4,5,1,0,0,5,0,0.2,0.2,2.5,2.7,57,106,84,0.04,0.15,0.19,0.04,0.19,0.01,0.09,0.10,0.01,0.10,Partidas
Gabriel Dias,br BRA,ZG,Vasco da Gama,28,1994,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Jean Dias,br BRA,AT.LT,Internacional,32,1990,10,1,321,3.6,1,1,2,1,0,0,1,0,1.0,1.0,0.3,1.3,12,5,26,0.28,0.28,0.56,0.28,0.56,0.28,0.09,0.37,0.28,0.37,Partidas
Luan Dias,br BRA,LT.AT,Santos,25,1997,8,1,191,2.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidas
Matheus Dias,br BRA,LT.AT,Internacional,25,1997,14,6,405,4.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.3,9,16,16,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Partidas
Diego,br BRA,ZG,São Paulo,23,1999,23,20,1.744,19.4,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.6,2,61,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
Dieguinho,br BRA,ZG.AT,Goiás,27,1995,15,12,1.080,12.0,0,1,1,0,0,0,3,0,0.4,0.4,0.8,1.2,27,42,34,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Partidas
Diogo,br BRA,AT.LT,Coritiba,26,1996,15,9,756,8.4,1,1,2,1,0,0,2,0,2.7,2.7,0.3,2.9,7,10,26,0.12,0.12,0.24,0.12,0.24,0.32,0.03,0.35,0.32,0.35,Partidas
Dodi,br BRA,LT,Santos,26,1996,28,20,1.721,19.1,0,0,0,0,0,0,10,0,0.9,0.9,0.5,1.4,19,27,18,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Partidas
Dodô,br BRA,ZG,Atlético Mineiro,30,1992,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
Dodô,br BRA,ZG,Santos,30,1992,18,18,1.426,15.8,0,1,1,0,0,0,4,0,0.5,0.5,1.7,2.2,26,82,42,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.14,0.03,0.14,Partidas
Dodô,br BRA,LT.AT,Goiás,21,2001,15,0,323,3.6,2,0,2,2,0,0,1,0,1.2,1.2,0.4,1.7,7,13,9,0.56,0.00,0.56,0.56,0.56,0.34,0.12,0.46,0.34,0.46,Partidas
Thiago Dombroski,br BRA,ZG,Coritiba,20,2002,7,7,504,5.6,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,5,21,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidas
Halerrandrio dos Santos,br BRA,LT,Goiás,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Partidas
Thiago dos Santos,br BRA,ZG.LT,Fluminense,33,1989,16,9,819,9.1,0,0,0,0,0,0,7,1,0.2,0.2,0.1,0.3,10,50,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Partidas
Henrique Dourado,br BRA,AT,Cruzeiro,33,1989,11,2,342,3.8,1,0,1,1,0,0,2,0,2.3,2.3,0.7,3.0,4,4,19,0.26,0.00,0.26,0.26,0.26,0.61,0.17,0.78,0.61,0.78,Partidas
David Duarte,br BRA,ZG,Bahia,28,1995,11,10,867,9.6,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.6,5,17,0,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.06,0.06,0.06,Partidas
Dudu,br BRA,LT,Ath Paranaense,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Dudu,br BRA,AT,Palmeiras,31,1992,14,14,1.076,12.0,3,3,6,3,0,0,0,0,2.4,2.4,3.4,5.8,78,74,127,0.25,0.25,0.50,0.25,0.50,0.20,0.28,0.49,0.20,0.49,Partidas
Éberth,br BRA,AT,Coritiba,19,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Partidas
Edenílson,br BRA,LT.AT,Atlético Mineiro,33,1989,28,15,1.368,15.2,1,2,3,1,0,0,1,0,0.5,0.5,1.8,2.3,24,57,50,0.07,0.13,0.20,0.07,0.20,0.03,0.12,0.15,0.03,0.15,Partidas
Eder,br BRA,ZG,América (MG),27,1995,24,17,1.566,17.4,0,0,0,0,0,0,7,1,0.4,0.4,0.2,0.5,9,54,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidas

EDU,br BRA,ZG,Goiás,22,2000,9,4,435,4.8,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,1,10,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Partidas
Edu,br BRA,AT.LT,Coritiba,29,1993,10,2,320,3.6,2,0,2,2,0,0,0,0,2.5,2.5,0.4,3.0,5,7,17,0.56,0.00,0.56,0.56,0.56,0.72,0.12,0.83,0.72,0.83,Partidas
Carlos Eduardo,br BRA,LT.AT,Atlético Mineiro,18,2004,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Partidas
Carlos Eduardo,br BRA,LT,Botafogo (RJ),33,1989,34,32,2.670,29.7,6,6,12,6,0,0,5,1,5.5,5.5,6.0,11.4,35,156,89,0.20,0.20,0.40,0.20,0.40,0.18,0.20,0.38,0.18,0.38,Partidas
Eguinaldo,br BRA,AT.LT,Vasco da Gama,18,2004,4,0,67,0.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Partidas
Rafael Elias,br BRA,AT,Cruzeiro,23,1999,12,6,540,6.0,1,0,1,1,0,0,3,0,2.5,2.5,0.5,3.0,8,10,36,0.17,0.00,0.17,0.17,0.17,0.42,0.08,0.50,0.42,0.50,Partidas
Rodrigo Ely,br BRA,ZG,Grêmio,29,1993,9,8,665,7.4,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
Lucas Emmanuel,br BRA,AT,Goiás,22,2000,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Leandro Emmanuel Martínez,ar ARG,LT,América (MG),28,1994,35,29,2.541,28.2,1,5,6,1,0,0,4,0,3.3,3.3,4.5,7.7,70,155,104,0.04,0.18,0.21,0.04,0.21,0.12,0.16,0.27,0.12,0.27,Partidas
Alan Empereur,br BRA,ZG,Cuiabá,28,1994,33,33,2.950,32.8,1,1,2,1,0,0,9,0,0.5,0.5,0.8,1.3,31,138,7,0.03,0.03,0.06,0.03,0.06,0.01,0.02,0.04,0.01,0.04,Partidas
Endrick,br BRA,AT,Palmeiras,16,2006,31,18,1.558,17.3,11,0,11,11,0,1,4,0,8.1,7.3,1.8,9.1,58,45,100,0.64,0.00,0.64,0.64,0.64,0.47,0.11,0.57,0.42,0.53,Partidas
Erick,br BRA,LT,Ath Paranaense,25,1997,33,30,2.499,27.8,4,4,8,4,0,0,7,0,5.4,5.4,3.0,8.4,27,124,37,0.14,0.14,0.29,0.14,0.29,0.19,0.11,0.30,0.19,0.30,Partidas
Erison,br BRA,AT.LT,São Paulo,23,1999,13,3,391,4.3,1,1,2,0,1,1,3,0,1.8,1.0,0.4,1.4,11,2,28,0.23,0.23,0.46,0.00,0.23,0.41,0.10,0.51,0.23,0.33,Partidas
Gonzalo Escobar,ar ARG,ZG,Fortaleza,25,1997,13,6,579,6.4,0,1,1,0,0,0,4,0,0.3,0.3,0.2,0.5,11,25,53,0.00,0.16,0.16,0.00,0.16,0.04,0.04,0.08,0.04,0.08,Partidas
Lucas Esquivel,ar ARG,ZG,Ath Paranaense,21,2001,19,18,1.651,18.3,0,1,1,0,0,0,3,0,0.2,0.2,1.4,1.6,28,69,47,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,Partidas
Estevão,br BRA,LT,Internacional,20,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Partidas
Estevão,br BRA,AT,Palmeiras,16,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidas
Vitor Eudes,br BRA,G,Fluminense,24,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Lucas Evangelista,br BRA,LT,Bragantino,27,1995,33,32,2.722,30.2,1,6,7,1,0,0,6,0,3.7,3.7,7.1,10.8,34,165,151,0.03,0.20,0.23,0.03,0.23,0.12,0.23,0.36,0.12,0.36,Partidas
Everaldo,br BRA,AT.LT,América (MG),28,1994,21,15,1.233,13.7,1,3,4,1,0,0,7,0,1.2,1.2,2.2,3.5,54,52,101,0.07,0.22,0.29,0.07,0.29,0.09,0.16,0.25,0.09,0.25,Partidas
Éverson,br BRA,G,Atlético Mineiro,32,1990,36,36,3.240,36.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Everton,br BRA,AT.LT,Grêmio,25,1997,28,9,1.212,13.5,6,2,8,6,0,0,2,0,3.5,3.5,1.1,4.7,21,50,64,0.45,0.15,0.59,0.45,0.59,0.26,0.08,0.35,0.26,0.35,Partidas
Bruno Fabiano Alves,br BRA,ZG,Grêmio,31,1991,29,27,2.450,27.2,0,0,0,0,0,0,3,1,0.5,0.5,0.0,0.6,6,36,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidas
Fabinho,br BRA,LT,Palmeiras,20,2002,24,3,587,6.5,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,8,44,7,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.12,0.10,0.12,Partidas
Fábio,br BRA,G,Fluminense,42,1980,35,35,3.150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas

Fábio,br BRA,ZG.LT,Grêmio,32,1990,15,12,871,9.7,0,2,2,0,0,0,5,0,0.2,0.2,0.8,1.0,23,42,70,0.00,0.21,0.21,0.00,0.21,0.02,0.08,0.10,0.02,0.10,Partidas
Fagner,br BRA,ZG,Corinthians,33,1989,30,22,2.095,23.3,0,1,1,0,0,0,10,0,0.3,0.3,2.3,2.6,45,138,83,0.00,0.04,0.04,0.00,0.04,0.01,0.10,0.11,0.01,0.11,Partidas
Willian Farias,br BRA,LT,Coritiba,33,1989,16,11,959,10.7,0,0,0,0,0,0,5,1,0.2,0.2,0.0,0.3,6,41,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Partidas
