Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 36_level_0
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
532,Paulinho,br BRA,ZG,América (MG),18,2004,1,0,24,03,0,0,0,0,0,0,0,0,00,00,00,0.0,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
533,Paulinho,br BRA,"AT,LT",Atlético Mineiro,22,2000,36,35,2991,332,20,2,22,20,0,0,3,0,149,149,25,17.3,95,77,234,0.60,0.06,0.66,0.60,0.66,0.45,0.07,0.52,0.45,0.52,Partidas
534,Paulinho,br BRA,LT,Vasco da Gama,26,1997,20,19,1634,182,1,2,3,1,0,0,7,1,06,06,17,2.3,47,124,55,0.06,0.11,0.17,0.06,0.17,0.03,0.09,0.12,0.03,0.12,Partidas
535,Paulinho,br BRA,ZG,Vasco da Gama,17,2005,1,0,45,05,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidas
536,Paulinho,br BRA,"LT,AT",Corinthians,34,1988,4,1,148,16,0,0,0,0,0,0,0,0,02,02,03,0.5,3,5,5,0.00,0.00,0.00,0.00,0.00,0.13,0.20,0.33,0.13,0.33,Partidas
537,Caio Paulista,br BRA,ZG,São Paulo,24,1998,28,23,2078,231,1,2,3,1,0,0,4,0,20,20,19,3.9,112,121,166,0.04,0.09,0.13,0.04,0.13,0.09,0.08,0.17,0.09,0.17,Partidas
538,Wellington Paulista,br BRA,AT,América (MG),38,1984,10,0,227,25,1,0,1,1,0,1,1,0,19,10,01,1.0,2,5,5,0.40,0.00,0.40,0.40,0.40,0.77,0.02,0.79,0.39,0.41,Partidas
539,João Paulo,br BRA,G,Santos,27,1995,36,36,3211,357,0,0,0,0,0,0,6,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
540,Marcos Paulo,br BRA,"AT,LT",São Paulo,21,2001,15,6,528,59,2,1,3,2,0,0,2,0,08,08,15,2.3,13,25,58,0.34,0.17,0.51,0.34,0.51,0.13,0.26,0.39,0.13,0.39,Partidas
541,Cristian Pavón,ar ARG,"AT,LT",Atlético Mineiro,27,1996,33,21,1934,215,3,8,11,2,1,1,7,0,41,33,39,7.2,85,62,220,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.34,Partidas
542,Dimitri Payet,fr FRA,"LT,AT",Vasco da Gama,35,1987,17,7,800,89,2,1,3,2,0,0,0,0,07,07,24,3.1,27,42,57,0.23,0.11,0.34,0.23,0.34,0.07,0.27,0.34,0.07,0.34,Partidas
543,Pedrinho,br BRA,"AT,LT",América (MG),23,1999,8,4,411,46,0,0,0,0,0,0,0,0,07,07,04,1.2,29,20,29,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.25,0.16,0.25,Partidas
544,Pedrinho,br BRA,"ZG,LT",Ath Paranaense,20,2002,4,4,360,40,0,0,0,0,0,0,1,0,00,00,01,0.1,2,10,16,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidas
545,Pedrinho,br BRA,"LT,AT",Atlético Mineiro,24,1998,15,6,629,70,0,2,2,0,0,0,2,0,03,03,14,1.7,15,70,34,0.00,0.29,0.29,0.00,0.29,0.04,0.20,0.24,0.04,0.24,Partidas
546,Pedrinho,br BRA,AT,Flamengo,19,2003,1,0,19,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
547,Pedro,br BRA,AT,Flamengo,25,1997,34,26,2151,239,13,0,13,9,4,4,1,0,111,79,09,8.9,16,49,108,0.54,0.00,0.54,0.38,0.38,0.46,0.04,0.50,0.33,0.37,Partidas
548,João Pedro,br BRA,AT,Cruzeiro,19,2003,1,0,13,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
549,João Pedro,it ITA,AT,Grêmio,30,1992,14,10,616,68,0,1,1,0,0,0,1,0,10,10,03,1.3,8,6,36,0.00,0.15,0.15,0.00,0.15,0.15,0.05,0.19,0.15,0.19,Partidas
550,João Pedro,br BRA,ZG,Grêmio,26,1996,29,23,2076,231,3,1,4,3,0,0,1,0,07,07,12,1.9,60,113,68,0.13,0.04,0.17,0.13,0.17,0.03,0.05,0.08,0.03,0.08,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
551,João Pedro Pepê,br BRA,LT,Grêmio,25,1998,18,16,1398,155,1,1,2,1,0,0,1,0,11,11,06,1.6,20,87,39,0.06,0.06,0.13,0.06,0.13,0.07,0.04,0.10,0.07,0.10,Partidas
552,Jean Pedroso,br BRA,ZG,Coritiba,19,2004,7,6,584,65,0,0,0,0,0,0,1,0,00,00,00,0.0,4,18,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
553,Matheus Peixoto,br BRA,AT,Goiás,27,1995,13,12,879,98,2,1,3,1,1,1,2,0,22,14,16,3.0,4,11,28,0.20,0.10,0.31,0.10,0.20,0.23,0.16,0.39,0.15,0.31,Partidas
554,Léo Pelé,br BRA,ZG,Vasco da Gama,26,1996,34,30,2719,302,0,0,0,0,0,0,6,0,03,03,03,0.6,55,129,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidas
555,Carlos de Pena,uy URU,"LT,AT",Internacional,30,1992,27,16,1425,158,2,0,2,2,0,0,6,1,14,14,09,2.3,23,83,55,0.13,0.00,0.13,0.13,0.13,0.09,0.06,0.14,0.09,0.14,Partidas
556,Léo Pereira,br BRA,ZG,Flamengo,27,1996,32,32,2645,294,3,1,4,3,0,0,6,0,18,18,04,2.2,43,177,16,0.10,0.03,0.14,0.10,0.14,0.06,0.01,0.07,0.06,0.07,Partidas
557,Matheus Pereira,pt POR,"AT,LT",Cruzeiro,26,1996,15,12,1022,114,1,1,2,1,0,0,1,0,19,19,28,4.7,17,60,74,0.09,0.09,0.18,0.09,0.18,0.17,0.24,0.42,0.17,0.42,Partidas
558,Bruno Peres,br BRA,"ZG,LT",Ath Paranaense,32,1990,5,1,157,17,0,0,0,0,0,0,0,0,00,00,02,0.3,0,3,3,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.16,0.01,0.16,Partidas
559,Lucas Perri,br BRA,G,Botafogo (RJ),25,1997,38,38,3375,375,0,0,0,0,0,0,1,0,00,00,01,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
560,Lucas Piazon,br BRA,AT,Botafogo (RJ),29,1994,1,0,20,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
561,Yago Pikachu,br BRA,"AT,LT",Fortaleza,30,1992,37,16,1751,195,7,1,8,7,0,1,5,0,55,47,28,7.5,40,62,170,0.36,0.05,0.41,0.36,0.41,0.28,0.14,0.43,0.24,0.39,Partidas
562,Rodrigo Pinho,br BRA,AT,Coritiba,31,1991,10,5,385,43,0,0,0,0,0,0,2,0,09,09,02,1.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,Partidas
563,Joaquín Piquerez,uy URU,ZG,Palmeiras,24,1998,29,29,2526,281,3,5,8,2,1,1,5,0,20,13,37,4.9,55,128,163,0.11,0.18,0.29,0.07,0.25,0.07,0.13,0.20,0.04,0.18,Partidas
564,Gabriel Pirani,br BRA,"LT,AT",Fluminense,20,2002,9,6,396,44,1,0,1,1,0,0,1,0,16,16,00,1.6,13,6,25,0.23,0.00,0.23,0.23,0.23,0.37,0.00,0.37,0.37,0.37,Partidas
565,Rafael Pires,br BRA,G,São Paulo,33,1989,33,33,2970,330,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
566,Lucas Piton,br BRA,ZG,Vasco da Gama,22,2000,37,37,3283,365,0,4,4,0,0,0,5,0,10,10,49,6.0,88,147,220,0.00,0.11,0.11,0.00,0.11,0.03,0.14,0.16,0.03,0.16,Partidas
567,Isidro Pitta,py PAR,AT,Cuiabá,23,1999,29,7,823,91,5,1,6,4,1,1,0,0,35,27,04,3.1,23,21,77,0.55,0.11,0.66,0.44,0.55,0.38,0.04,0.42,0.30,0.34,Partidas
568,Tomas Pochettino,ar ARG,"LT,AT",Fortaleza,26,1996,35,26,1991,221,2,3,5,2,0,0,2,0,29,29,39,6.9,55,107,130,0.09,0.14,0.23,0.09,0.23,0.13,0.18,0.31,0.13,0.31,Partidas
569,Luan Polli,br BRA,G,Coritiba,29,1993,5,4,385,43,0,0,0,0,0,0,2,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
570,Wesley Pombo,br BRA,LT,Coritiba,20,2002,1,0,50,06,0,0,0,0,0,0,1,0,00,00,01,0.1,2,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Partidas
571,Mateo Ponte,uy URU,ZG,Botafogo (RJ),19,2003,1,0,22,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
572,William Pottker,br BRA,"AT,LT",Coritiba,29,1993,4,1,116,13,0,0,0,0,0,0,1,0,02,02,01,0.2,4,2,8,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17,Partidas
573,Bruno Praxedes,br BRA,LT,Vasco da Gama,20,2002,21,18,1340,149,1,2,3,1,0,0,2,0,18,18,10,2.7,39,77,36,0.07,0.13,0.20,0.07,0.20,0.12,0.06,0.18,0.12,0.18,Partidas
574,Bruno Praxedes,br BRA,LT,Bragantino,20,2002,1,0,8,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
575,Erick Pulgar,cl CHI,LT,Flamengo,29,1994,25,22,2000,222,2,3,5,2,0,0,9,0,09,09,19,2.8,16,137,31,0.09,0.14,0.23,0.09,0.23,0.04,0.09,0.13,0.04,0.13,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
576,Nicolás Quagliata,uy URU,"AT,LT",Cuiabá,23,1999,9,0,233,26,0,0,0,0,0,0,0,0,02,02,04,0.7,13,7,28,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.26,0.09,0.26,Partidas
577,Du Queiroz,br BRA,"LT,ZG",Corinthians,23,2000,3,2,176,20,0,0,0,0,0,0,1,0,00,00,00,0.0,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
578,Yani Quintero,co COL,LT,Bragantino,20,2002,3,1,101,11,0,0,0,0,0,0,1,0,00,00,00,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
579,Igor Rabello,br BRA,ZG,Atlético Mineiro,27,1995,11,7,692,77,0,0,0,0,0,0,2,1,00,00,01,0.1,2,22,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Partidas
580,Rafael,br BRA,ZG,Botafogo (RJ),32,1990,9,8,482,54,0,0,0,0,0,0,3,1,00,00,02,0.3,12,10,4,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Partidas
581,Zé Rafael,br BRA,LT,Palmeiras,29,1993,31,31,2565,285,3,3,6,3,0,0,10,0,21,21,19,4.0,42,142,39,0.11,0.11,0.21,0.11,0.21,0.07,0.07,0.14,0.07,0.14,Partidas
582,Rafinha,br BRA,ZG,São Paulo,37,1985,25,23,2027,225,0,1,1,0,0,0,11,1,01,01,14,1.5,40,187,46,0.00,0.04,0.04,0.00,0.04,0.00,0.06,0.07,0.00,0.07,Partidas
583,Rai,br BRA,LT,Botafogo (RJ),20,2002,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
584,Eric Ramires,br BRA,LT,Bragantino,22,2000,23,17,1376,153,3,3,6,3,0,0,1,1,25,25,16,4.1,22,80,50,0.20,0.20,0.39,0.20,0.39,0.16,0.11,0.27,0.16,0.27,Partidas
585,Lucas Ramos,br BRA,AT,Internacional,22,2001,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
586,Raí Ramos,br BRA,ZG,São Paulo,28,1994,6,4,282,31,0,0,0,0,0,0,2,0,01,01,06,0.7,5,14,12,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.22,0.04,0.22,Partidas
587,Marcelo Rangel,br BRA,G,Goiás,34,1988,3,3,270,30,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
588,Pedro Rangel,br BRA,G,Fluminense,22,2000,2,2,180,20,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
589,Raniele,br BRA,"LT,ZG",Cuiabá,26,1996,35,34,2885,321,3,1,4,3,0,0,10,0,28,28,09,3.7,37,105,38,0.09,0.03,0.12,0.09,0.12,0.09,0.03,0.11,0.09,0.11,Partidas
590,Rafael Ratão,br BRA,"AT,LT",Bahia,27,1995,18,8,779,87,4,1,5,4,0,0,2,0,29,29,09,3.8,13,38,61,0.46,0.12,0.58,0.46,0.58,0.33,0.11,0.43,0.33,0.43,Partidas
591,Wellington Rato,br BRA,"AT,LT",São Paulo,30,1992,32,21,1763,196,0,4,4,0,0,1,6,0,30,22,37,5.9,46,68,186,0.00,0.20,0.20,0.00,0.20,0.15,0.19,0.34,0.11,0.30,Partidas
592,Raul,br BRA,"LT,ZG",Bragantino,26,1996,3,1,107,12,0,0,0,0,0,0,1,0,00,00,00,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidas
593,Pedro Raul,br BRA,AT,Vasco da Gama,26,1996,12,9,835,93,2,0,2,2,0,0,3,0,26,26,09,3.5,5,12,40,0.22,0.00,0.22,0.22,0.22,0.28,0.10,0.38,0.28,0.38,Partidas
594,Leonardo Realpe,ec ECU,ZG,Bragantino,21,2001,21,19,1680,187,0,0,0,0,0,0,3,1,05,05,01,0.7,15,77,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidas
595,Reinaldo,br BRA,AT,Ath Paranaense,21,2001,1,0,16,02,0,0,0,0,0,0,0,0,01,01,00,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Partidas
596,Reinaldo,br BRA,ZG,Grêmio,33,1989,30,30,2681,298,2,5,7,1,1,1,11,2,27,19,52,7.1,41,161,143,0.07,0.17,0.23,0.03,0.20,0.09,0.17,0.27,0.06,0.24,Partidas
597,Renê,br BRA,ZG,Internacional,30,1992,28,24,2283,254,1,1,2,1,0,0,5,0,06,06,19,2.5,55,159,55,0.04,0.04,0.08,0.04,0.08,0.02,0.08,0.10,0.02,0.10,Partidas
598,Réver,br BRA,"ZG,AT",Atlético Mineiro,38,1985,9,1,117,13,0,0,0,0,0,0,1,0,00,00,00,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
599,Rezende,br BRA,"LT,ZG",Bahia,28,1995,33,32,2705,301,2,3,5,2,0,0,9,1,09,09,13,2.3,29,102,36,0.07,0.10,0.17,0.07,0.17,0.03,0.04,0.08,0.03,0.08,Partidas
600,Everton Ribeiro,br BRA,"AT,LT",Flamengo,33,1989,30,15,1475,164,3,4,7,3,0,0,3,0,15,15,37,5.2,36,143,97,0.18,0.24,0.43,0.18,0.43,0.09,0.23,0.32,0.09,0.32,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
601,Wesley Ribeiro,br BRA,"AT,LT",Corinthians,17,2005,24,7,861,96,1,1,2,1,0,0,2,0,05,05,12,1.7,60,25,97,0.10,0.10,0.21,0.10,0.21,0.05,0.13,0.18,0.05,0.18,Partidas
602,João Ricardo Riedi,br BRA,G,Fortaleza,34,1988,32,32,2868,319,0,0,0,0,0,0,5,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
603,Zé Ricardo,br BRA,LT,Goiás,23,1999,13,13,1070,119,0,1,1,0,0,0,5,0,03,03,08,1.2,16,88,11,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Partidas
604,Richard,br BRA,LT,Cruzeiro,28,1994,4,4,345,38,0,0,0,0,0,0,2,0,04,04,01,0.5,1,8,4,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.12,0.11,0.12,Partidas
605,Rikelme,br BRA,ZG,Cuiabá,19,2003,31,27,2338,260,1,1,2,1,0,0,3,0,08,08,14,2.1,22,81,97,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08,Partidas
606,Tomás Rincón,ve VEN,LT,Santos,35,1988,16,14,1187,132,2,1,3,2,0,0,5,0,14,14,06,2.0,9,39,15,0.15,0.08,0.23,0.15,0.23,0.11,0.05,0.15,0.11,0.15,Partidas
607,Richard Ríos,co COL,LT,Palmeiras,22,2000,37,20,1853,206,2,1,3,2,0,0,6,0,12,12,10,2.1,41,63,67,0.10,0.05,0.15,0.10,0.15,0.06,0.05,0.10,0.06,0.10,Partidas
608,Robert,br BRA,"LT,AT",Cruzeiro,17,2005,9,1,186,21,1,0,1,1,0,0,1,0,10,10,00,1.1,4,0,19,0.48,0.00,0.48,0.48,0.48,0.50,0.01,0.52,0.50,0.52,Partidas
609,Zé Roberto,br BRA,"AT,LT",Coritiba,29,1993,10,7,523,58,1,1,2,1,0,0,4,1,04,04,07,1.1,7,14,27,0.17,0.17,0.34,0.17,0.34,0.06,0.13,0.19,0.06,0.19,Partidas
610,Robson,br BRA,"LT,AT",Coritiba,31,1991,32,30,2351,261,12,4,16,5,7,8,13,0,106,42,23,6.5,32,68,146,0.46,0.15,0.61,0.19,0.34,0.40,0.09,0.49,0.16,0.25,Partidas
611,Kaique Rocha,br BRA,ZG,Ath Paranaense,21,2001,10,7,649,72,1,0,1,1,0,0,2,0,02,02,01,0.3,2,9,0,0.14,0.00,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04,Partidas
612,Marcos Rocha,br BRA,ZG,Palmeiras,34,1988,20,15,1264,140,1,1,2,1,0,0,1,0,04,04,09,1.2,20,95,31,0.07,0.07,0.14,0.07,0.14,0.03,0.06,0.09,0.03,0.09,Partidas
613,Pedro Rocha Neves,br BRA,AT,Fortaleza,28,1994,3,0,34,04,0,0,0,0,0,0,1,0,00,00,01,0.1,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Partidas
614,Sergio Rochet,uy URU,G,Internacional,29,1993,19,19,1710,190,0,0,0,0,0,0,4,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
615,Rodrigo,br BRA,"LT,AT",São Paulo,18,2004,11,1,232,26,0,0,0,0,0,0,3,0,01,01,00,0.1,13,8,21,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidas
616,James Rodríguez,co COL,"LT,AT",São Paulo,31,1991,12,9,635,71,1,2,3,1,0,1,0,0,20,07,12,1.9,12,65,44,0.14,0.28,0.43,0.14,0.43,0.28,0.17,0.46,0.09,0.27,Partidas
617,Rodriguinho,br BRA,"ZG,LT",América (MG),19,2003,20,15,1247,139,2,3,5,2,0,0,1,0,05,05,28,3.4,50,36,96,0.14,0.22,0.36,0.14,0.36,0.04,0.20,0.24,0.04,0.24,Partidas
618,Matías Rojas,py PAR,"LT,AT",Corinthians,27,1995,15,7,634,70,0,1,1,0,0,0,1,0,08,08,10,1.8,13,30,27,0.00,0.14,0.14,0.00,0.14,0.11,0.14,0.26,0.11,0.26,Partidas
619,Romarinho,br BRA,"AT,LT",Fortaleza,28,1994,11,2,288,32,0,0,0,0,0,0,0,0,05,05,09,1.5,21,18,30,0.00,0.00,0.00,0.00,0.00,0.17,0.29,0.46,0.17,0.46,Partidas
620,Ángel Romero,py PAR,AT,Corinthians,30,1992,22,13,1196,133,8,1,9,8,0,0,2,0,38,38,26,6.4,41,49,131,0.60,0.08,0.68,0.60,0.68,0.29,0.20,0.48,0.29,0.48,Partidas
621,Silvio Romero,ar ARG,AT,Fortaleza,34,1988,17,3,398,44,2,1,3,2,0,0,2,0,16,16,12,2.7,3,5,27,0.45,0.23,0.68,0.45,0.68,0.36,0.26,0.62,0.36,0.62,Partidas
622,Rômulo,br BRA,"AT,LT",Ath Paranaense,20,2002,18,5,509,57,0,0,0,0,0,0,1,0,15,15,01,1.6,13,11,39,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.29,0.27,0.29,Partidas
623,Romulo,br BRA,"LT,ZG",Internacional,22,2000,20,12,1216,135,1,0,1,1,0,0,2,0,10,10,02,1.2,12,37,29,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Partidas
624,Ronald,br BRA,LT,Grêmio,19,2003,10,5,418,46,1,0,1,1,0,0,1,0,06,06,03,0.9,3,21,4,0.22,0.00,0.22,0.22,0.22,0.12,0.07,0.19,0.12,0.19,Partidas
625,Ronald,br BRA,LT,Cuiabá,25,1997,21,4,585,65,2,1,3,2,0,0,2,0,08,08,10,1.8,24,49,21,0.31,0.15,0.46,0.31,0.46,0.13,0.15,0.28,0.13,0.28,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
626,Budiga Roni,br BRA,LT,Corinthians,23,1999,15,7,676,75,0,0,0,0,0,0,2,0,01,01,03,0.4,4,24,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Partidas
627,Lucas Ronier,br BRA,"AT,LT",Coritiba,18,2004,2,0,55,06,0,0,0,0,0,0,1,0,00,00,00,0.0,4,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
628,Rony,br BRA,AT,Palmeiras,27,1995,30,19,1639,182,5,0,5,5,0,0,3,0,61,61,16,7.7,17,11,99,0.27,0.00,0.27,0.27,0.27,0.34,0.09,0.42,0.34,0.42,Partidas
629,Vitor Roque,br BRA,AT,Ath Paranaense,17,2005,25,19,1714,190,12,3,15,12,0,0,6,0,88,88,12,10.0,40,22,111,0.63,0.16,0.79,0.63,0.79,0.46,0.06,0.53,0.46,0.53,Partidas
630,Diego Rosa,br BRA,"LT,ZG",Bahia,20,2002,11,0,246,27,0,0,0,0,0,0,0,0,03,03,00,0.4,3,13,5,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.13,0.12,0.13,Partidas
631,Rossi,br BRA,"LT,AT",Vasco da Gama,29,1993,9,4,397,44,1,4,5,1,0,0,0,1,10,10,08,1.8,6,21,48,0.23,0.91,1.13,0.23,1.13,0.21,0.18,0.39,0.21,0.39,Partidas
632,Agustín Rossi,ar ARG,G,Flamengo,27,1995,15,15,1350,150,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
633,Rubens,br BRA,"ZG,LT",Atlético Mineiro,21,2001,24,14,1352,150,1,1,2,1,0,0,5,0,11,11,11,2.2,39,53,88,0.07,0.07,0.13,0.07,0.13,0.07,0.07,0.14,0.07,0.14,Partidas
634,Daniel Ruiz Rivera,co COL,"AT,LT",Santos,21,2001,9,2,247,27,0,0,0,0,0,0,1,0,01,01,05,0.6,5,10,15,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Partidas
635,Rwan,br BRA,"LT,AT",Vasco da Gama,21,2001,2,0,34,04,0,0,0,0,0,0,0,0,01,01,00,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Partidas
636,João Victor Santos Sá,br BRA,AT,Botafogo (RJ),28,1994,33,27,2127,236,4,4,8,4,0,0,3,0,50,50,19,6.9,73,42,226,0.17,0.17,0.34,0.17,0.34,0.21,0.08,0.29,0.21,0.29,Partidas
637,Arthur Sales,br BRA,"AT,LT",Bahia,20,2002,9,2,290,32,1,0,1,1,0,0,0,0,09,09,03,1.2,4,7,27,0.31,0.00,0.31,0.31,0.31,0.28,0.08,0.37,0.28,0.37,Partidas
638,Andreas Samaris,gr GRE,LT,Coritiba,33,1989,4,4,183,20,0,0,0,0,0,0,1,0,01,01,00,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidas
639,Philipe Sampaio,br BRA,ZG,Botafogo (RJ),28,1994,12,4,498,55,0,0,0,0,0,0,2,0,01,01,00,0.2,4,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Partidas
640,Sander,br BRA,ZG,Goiás,32,1990,21,17,1542,171,0,3,3,0,0,0,1,0,08,08,18,2.6,30,85,87,0.00,0.18,0.18,0.00,0.18,0.05,0.11,0.15,0.05,0.15,Partidas
